,"Pref Vendor","Reorder Pt (Min)","Max","On Hand","On Sales Order","For Assemblies","Available","Order","On PO","Reorder Qty","Next Deliv","Sales/Week"
"SG-GW3636-GLASS DOOR",,"","",2,0,0,2,,2,0,"03/08/2024",0
"SG-GW3639-BOX",,"","",3,0,0,3,,1,0,"03/08/2024",0
"SG-GW3639-GLASS DOOR",,"","",7,0,0,7,,0,0,,0
"SG-GWDC2430-BOX",,"","",10,0,0,10,,0,0,,0
"SG-GWDC2430-GLASS DOOR",,"","",7,0,0,7,,0,0,,0
"SG-GWDC2436-BOX",,"","",3,0,0,3,,1,0,"03/08/2024",0
"SG-GWDC2436-GLASS DOOR",,"","",1,0,0,1,,2,0,"03/08/2024",7
"SG-GWDC2439-BOX",,"","",5,0,0,5,,2,0,"08/09/2023",0
"SG-GWDC2439-GLASS DOOR",,"","",5,0,0,5,,2,0,"08/09/2023",0
"SG-LM8",,"","",7,0,0,7,,0,0,,0
"SG-LSB33",,"","",15,0,0,15,,1,0,"08/09/2023",0
"SG-LSB36",,"","",19,0,0,19,,3,0,"05/06/2023",0
"SG-MWC2730",,"","",3,0,0,3,,1,0,"03/08/2024",0
"SG-MWC2736",,"","",2,0,0,2,,0,0,,0
"SG-MWC2739",,"","",2,0,0,2,,1,0,"03/08/2024",0
"SG-MWC3030",,"","",4,0,0,4,,1,0,"08/14/2023",0
"SG-MWC3036",,"","",3,0,0,3,,1,0,"03/08/2024",0
"SG-MWC3039",,"","",1,0,0,1,,3,0,"03/08/2024",0
"SG-OC3384",,"","",0,0,0,0,,0,0,,0
"SG-OC3390",,"","",0,0,0,0,,0,0,,0
"SG-OC3393",,"","",0,0,0,0,,0,0,,0
"SG-OCM8",,"","",18,0,0,18,,16,0,"07/08/2023",0
"SG-ONL-RB3*3",,"","",0,0,0,0,,0,0,,0
"SG-PC1884",,"","",6,0,0,6,,0,0,,0
"SG-PC1890",,"","",3,0,0,3,,0,0,,0
"SG-PC1893",,"","",4,0,0,4,,4,0,"08/09/2023",0
"SG-PC2484",,"","",5,0,0,5,,2,0,"12/08/2023",0
"SG-PC2490",,"","",6,0,0,6,,0,0,,0
"SG-PC2493",,"","",3,0,0,3,,2,0,"11/13/2023",0
"SG-PC3084",,"","",2,0,0,2,,1,0,"03/08/2024",0
"SG-PC3090",,"","",1,0,0,1,,0,0,,0
"SG-PC3093",,"","",0,0,0,0,,0,0,,0
"SG-PN4896",,"","",50,0,0,50,,6,0,"07/08/2023",0
"SG-PRC3018",,"","",1,0,0,1,,2,0,"03/08/2024",0
"SG-RC58",,"","",1,0,0,1,,1,0,"03/08/2024",0
"SG-REF2496",,"","",-2,0,0,-2,,86,0,"07/11/2023",0
"SG-REF3096",,"","",-5,0,0,-5,,4,0,"03/17/2023",0
"SG-ROT18",,"","",0,0,0,0,,0,0,,0
"SG-ROT24",,"","",0,0,0,0,,0,0,,0
"SG-ROT30",,"","",0,0,0,0,,0,0,,0
"SG-ROT33",,"","",0,0,0,0,,0,0,,0
"SG-ROT36",,"","",0,0,0,0,,0,0,,0
"SG-SAMPLE DOOR",,"","",151,0,0,151,,0,0,,0
"SG-SB27",,"","",3,0,0,3,,39,0,"04/26/2023",0
"SG-SB30",,"","",27,0,0,27,,91,0,"06/19/2023",0
"SG-SB33",,"","",14,0,0,14,,8,0,"02/15/2023",0
"SG-SB36",,"","",26,0,0,26,,31,0,"02/14/2023",0
"SG-SBA36",,"","",10,0,0,10,,6,0,"11/13/2023",0
"SG-SHG30",,"","",7,0,0,7,,0,0,,0
"SG-SM8",,"","",101,0,0,101,,5,0,"07/08/2023",0
"SG-SOB",,"","",0,0,0,0,,0,0,,0
"SG-SP3*34.5",,"","",8,0,0,8,,0,0,,0
"SG-TK8",,"","",75,0,0,75,,230,0,"03/17/2023",0
"SG-TOUCH UP",,"","",19,0,0,19,,0,0,,7
"SG-VA2421",,"","",35,0,0,35,,28,0,"11/13/2023",0
"SG-VA3021",,"","",5,0,0,5,,4,0,"04/06/2023",0
"SG-VA3621",,"","",3,0,0,3,,1,0,"03/08/2024",0
"SG-VAD3021-L",,"","",1,0,0,1,,3,0,"03/08/2024",0
"SG-VAD3021-R",,"","",2,0,0,2,,3,0,"06/20/2023",0
"SG-VAD3621-L",,"","",1,0,0,1,,0,0,,0
"SG-VAD3621-R",,"","",2,0,0,2,,2,0,"03/08/2024",0
"SG-VAD4821",,"","",2,0,0,2,,0,0,,0
"SG-VAS36",,"","",4,0,0,4,,3,0,"03/08/2024",0
"SG-VAS48",,"","",3,0,0,3,,6,0,"11/13/2023",0
"SG-VAS72",,"","",5,0,0,5,,0,0,,0
"SG-VDB12",,"","",4,0,0,4,,1,0,"06/20/2023",0
"SG-VDB15",,"","",2,0,0,2,,0,0,,0
"SG-W0930",,"","",11,0,0,11,,5,0,"10/07/2023",0
"SG-W0936",,"","",14,0,0,14,,4,0,"02/14/2023",0
"SG-W0939",,"","",7,0,0,7,,1,0,"08/09/2023",0
"SG-W1230",,"","",17,0,0,17,,16,0,"05/24/2023",0
"SG-W1236",,"","",10,0,0,10,,7,0,"02/14/2023",0
"SG-W1239",,"","",14,0,0,14,,5,0,"08/09/2023",0
"SG-W1530",,"","",36,0,0,36,,1,0,"01/12/2023",0
"SG-W1536",,"","",14,0,0,14,,2,0,"08/09/2023",0
"SG-W1539",,"","",17,0,0,17,,1,0,"08/09/2023",0
"SG-W1830",,"","",10,0,0,10,,8,0,"08/09/2023",0
"SG-W1836",,"","",10,0,0,10,,1,0,"08/09/2023",0
"SG-W1839",,"","",10,0,0,10,,4,0,"03/08/2024",0
"SG-W2130",,"","",19,0,0,19,,2,0,"05/06/2023",0
"SG-W2136",,"","",17,0,0,17,,3,0,"02/14/2023",0
"SG-W2139",,"","",7,0,0,7,,11,0,"11/13/2023",0
"SG-W2412",,"","",2,0,0,2,,2,0,"03/08/2024",0
"SG-W2415",,"","",0,0,0,0,,2,0,"03/07/2024",0
"SG-W2418",,"","",6,0,0,6,,6,0,"03/27/2023",0
"SG-W2421",,"","",6,0,0,6,,8,0,"07/06/2023",0
"SG-W2424",,"","",11,0,0,11,,2,0,"12/08/2023",0
"SG-W2430",,"","",62,0,0,62,,11,0,"10/28/2021",0
"SG-W2436",,"","",19,0,0,19,,2,0,"07/06/2023",0
"SG-W2439",,"","",19,0,0,19,,21,0,"10/28/2021",0
"SG-W2730",,"","",20,0,0,20,,2,0,"02/17/2023",0
"SG-W2736",,"","",11,0,0,11,,0,0,,0
"SG-W2739",,"","",11,0,0,11,,12,0,"07/06/2023",7
"SG-W3012",,"","",16,0,0,16,,23,0,"11/13/2023",0
"SG-W301224",,"","",4,0,0,4,,0,0,,0
"SG-W3015",,"","",34,0,0,34,,44,0,"11/13/2023",0
"SG-W301524",,"","",0,0,0,0,,3,0,"03/07/2024",0
"SG-W3018",,"","",59,0,0,59,,5,0,"05/06/2023",0
"SG-W301824",,"","",2,0,0,2,,3,0,"07/06/2023",0
"SG-W3021",,"","",14,0,0,14,,11,0,"09/26/2023",0
"SG-W302124",,"","",8,0,0,8,,0,0,,0
"SG-W3024",,"","",24,0,0,24,,25,0,"02/14/2023",0
"SG-W302424",,"","",5,0,0,5,,0,0,,0
"SG-W3030",,"","",0,0,0,0,,63,0,"02/16/2023",0
"SG-W3036",,"","",7,0,0,7,,9,0,"02/14/2023",0
"SG-W3039",,"","",7,0,0,7,,37,0,"08/09/2023",0
"SG-W3312",,"","",4,0,0,4,,0,0,,0
"SG-W331224",,"","",2,0,0,2,,0,0,,0
"SG-W3315",,"","",4,0,0,4,,0,0,,0
"SG-W331524",,"","",6,0,0,6,,0,0,,0
"SG-W3318",,"","",3,0,0,3,,1,0,"03/08/2024",0
"SG-W331824",,"","",6,0,0,6,,0,0,,0
"SG-W3321",,"","",4,0,0,4,,0,0,,0
"SG-W332124",,"","",5,0,0,5,,0,0,,0
"SG-W3324",,"","",7,0,0,7,,0,0,,0
"SG-W332424",,"","",2,0,0,2,,1,0,"03/08/2024",0
"SG-W3330",,"","",10,0,0,10,,6,0,"10/07/2023",0
"SG-W3336",,"","",9,0,0,9,,4,0,"11/13/2023",0
"SG-W3339",,"","",6,0,0,6,,25,0,"10/28/2021",0
"SG-W3612",,"","",12,0,0,12,,0,0,,0
"SG-W361224",,"","",9,0,0,9,,0,0,,0
"SG-W3615",,"","",7,0,0,7,,0,0,,0
"SG-W361524",,"","",6,0,0,6,,0,0,,0
"SG-W3618",,"","",6,0,0,6,,0,0,,0
"SG-W361824",,"","",14,0,0,14,,1,0,"08/09/2023",0
"SG-W3621",,"","",6,0,0,6,,1,0,"10/16/2023",0
"SG-W362124",,"","",6,0,0,6,,6,0,"08/09/2023",0
"SG-W3624",,"","",7,0,0,7,,0,0,,0
"SG-W362424",,"","",3,0,0,3,,1,0,"09/09/2023",0
"SG-W3630",,"","",5,0,0,5,,16,0,"05/06/2023",0
"SG-W3636",,"","",12,0,0,12,,1,0,"08/09/2023",0
"SG-W3639",,"","",9,0,0,9,,6,0,"07/06/2023",0
"SG-WBC2730",,"","",1,0,0,1,,1,0,"02/22/2023",0
"SG-WBC2736",,"","",0,0,0,0,,1,0,"08/09/2023",0
"SG-WBC2739",,"","",5,0,0,5,,14,0,"07/06/2023",0
"SG-WDC2430",,"","",19,0,0,19,,1,0,"03/06/2023",0
"SG-WDC2436",,"","",9,0,0,9,,0,0,,0
"SG-WDC2439",,"","",13,0,0,13,,2,0,"08/09/2023",0
"SG-WEA1230",,"","",2,0,0,2,,0,0,,0
"SG-WEA1236",,"","",2,0,0,2,,0,0,,0
"SG-WEA1239",,"","",0,0,0,0,,3,0,"03/08/2024",0
"SG-WES630",,"","",2,0,0,2,,2,0,"03/08/2024",0
"SG-WES636",,"","",1,0,0,1,,0,0,,0
"SG-WES639",,"","",1,0,0,1,,4,0,"08/09/2023",0
"SG-WES930",,"","",4,0,0,4,,0,0,,0
"SG-WES936",,"","",1,0,0,1,,3,0,"03/08/2024",0
"SG-WES939",,"","",2,0,0,2,,2,0,"12/05/2023",0
"SG-WF330",,"","",129,0,0,129,,0,0,,0
"SG-WF336",,"","",30,0,0,30,,7,0,"04/07/2023",0
"SG-WF339",,"","",62,0,0,62,,32,0,"10/28/2021",0
"SG-WF396",,"","",37,0,0,37,,1,0,"09/26/2023",0
"SG-WF630",,"","",43,0,0,43,,0,0,,0
"SG-WF636",,"","",24,0,0,24,,3,0,"05/19/2023",0
"SG-WF639",,"","",32,0,0,32,,3,0,"05/19/2023",0
"SG-WF696",,"","",12,0,0,12,,4,0,"04/19/2023",0
"SG-WFF330",,"","",0,0,0,0,,0,0,,0
"SG-WFF336",,"","",0,0,0,0,,0,0,,0
"SG-WFF339",,"","",0,0,0,0,,0,0,,0
"SG-WHF33308",,"","",0,0,0,0,,0,0,,0
"SG-WHF39308",,"","",0,0,0,0,,0,0,,0
"SG-WRC3018",,"","",6,0,0,6,,0,0,,0
"SG-WRP1230",,"","",4,0,0,4,,10,0,"03/08/2024",0
"SG-WRP1236",,"","",11,0,0,11,,0,0,,0
"SG-WRP1239",,"","",7,0,0,7,,0,0,,0
"SHELF",,"","",-8,0,0,-8,,0,0,,0
"Sink-206-8247A",,"","",0,0,0,0,,0,0,,0
"Sink-301-5945A",,"","",0,0,0,0,,0,0,,0
"Sink-301-5945B",,"","",0,0,0,0,,0,0,,0
"Sink-307-6054A",,"","",0,0,0,0,,0,0,,0
"Sink-307-6054B",,"","",0,0,0,0,,0,0,,0
"Sink-309-7247A",,"","",0,0,0,0,,0,0,,0
"SINK-4742A",,"","",0,0,0,0,,0,0,,0
"SINK-6356A (25"" * 22"" )",,"","",0,0,0,0,,0,0,,0
"SINK-8456A (33"" * 22"" )",,"","",2,0,0,2,,0,0,,0
"Sink-905-8153A",,"","",0,0,0,0,,0,0,,0
"Sink-907-7553A",,"","",0,0,0,0,,0,0,,0
"Sink-Basin-1512W-2209",,"","",0,0,0,0,,0,0,,0
"Sink-Basin-1611W",,"","",0,0,0,0,,0,0,,0
"Sink-Basin-1714W-2210",,"","",0,0,0,0,,0,0,,0
"Sink-Basin-1813W",,"","",1,0,0,1,,0,0,,0
"Sink-HM2920",,"","",0,0,0,0,,0,0,,0
"Sink-HM3018A",,"","",0,0,0,0,,0,0,,0
"Sink-HM3219A",,"","",0,0,0,0,,0,0,,0
"Sink-HM3219B",,"","",0,0,0,0,,0,0,,0
"Sink-HM3520",,"","",0,0,0,0,,0,0,,0
"Sink-Strainer",,"","",0,0,0,0,,0,0,,0
"Waste Bin- DM17KIT (WASTE CONTAINER DOOR MOUNT KIT DM17KIT)",,"","",64,0,0,64,,370,0,"01/12/2023",7
"Waste Bin-RV-18KD-17CS (18' Double Waste Bin  RV-18KD-17CS)",,"","",22,0,0,22,,375,0,"10/12/2022",0
"Waste Bin - RV-15KD-17CS (15' Double Waste Bin RV-15KD-17CS)",,"","",29,0,0,29,,30,0,"01/12/2023",7
"Waste Bin RV-12KD-17CS (15"" Single Waste Bin RV-12KD-17CS)",,"","",0,0,0,0,,0,0,,0
"Waste Bin RV-8PB-CRS (12""  Single Waste Bin - RV-8PB-CRS)",,"","",9,0,0,9,,0,0,,0
"WS-B09",,"","",0,0,0,0,,0,0,,0
"WS-B12",,"","",0,0,0,0,,0,0,,0
"WS-B15",,"","",0,0,0,0,,0,0,,0
"WS-B18",,"","",0,0,0,0,,0,0,,0
"WS-B21",,"","",0,0,0,0,,0,0,,0
"WS-B24",,"","",0,0,0,0,,0,0,,0
"WS-B27",,"","",0,0,0,0,,0,0,,0
"WS-B30",,"","",0,0,0,0,,0,0,,0
"WS-B33",,"","",0,0,0,0,,0,0,,0
"WS-B36",,"","",0,0,0,0,,0,0,,0
"WS-B96 SHELF",,"","",0,0,0,0,,0,0,,0
"WS-BBC36",,"","",0,0,0,0,,0,0,,0
"WS-BBC42",,"","",0,0,0,0,,0,0,,0
"WS-BEA12-L",,"","",0,0,0,0,,0,0,,0
"WS-BEA12-R",,"","",0,0,0,0,,0,0,,0
"WS-BEOS12-L",,"","",0,0,0,0,,0,0,,0
"WS-BEOS12-R",,"","",0,0,0,0,,0,0,,0
"WS-BEOS6-L",,"","",0,0,0,0,,0,0,,0
"WS-BEOS6-R",,"","",0,0,0,0,,0,0,,0
"WS-BEOS9-L",,"","",0,0,0,0,,0,0,,0
"WS-BEOS9-R",,"","",0,0,0,0,,0,0,,0
"WS-BF3",,"","",1,0,0,1,,0,0,,0
"WS-BF6",,"","",5,0,0,5,,0,0,,0
"WS-BRP2430",,"","",0,0,0,0,,0,0,,0
"WS-BSR09",,"","",0,0,0,0,,0,0,,0
"WS-CM8",,"","",12,0,0,12,,0,0,,0
"WS-DB12",,"","",0,0,0,0,,0,0,,0
"WS-DB15",,"","",3,0,0,3,,0,0,,0
"WS-DB18",,"","",0,0,0,0,,0,0,,0
"WS-DB21",,"","",0,0,0,0,,0,0,,0
"WS-DB24",,"","",0,0,0,0,,0,0,,0
"WS-DWP",,"","",17,0,0,17,,0,0,,0
"WS-GW1530-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW1530-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW1539-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW1539-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW1830-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW1830-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW1839-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW1839-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW2430-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW2430-GLASS DOOR",,"","",3,0,0,3,,0,0,,0
"WS-GW2439-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW2439-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW3030-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW3030-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW3039-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW3039-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW3330-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW3330-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW3630-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW3630-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GW3639-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GW3639-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GWDC2430-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GWDC2430-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-GWDC2439-BOX",,"","",0,0,0,0,,0,0,,0
"WS-GWDC2439-GLASS DOOR",,"","",0,0,0,0,,0,0,,0
"WS-LDR8",,"","",1,0,0,1,,0,0,,0
"WS-LSB33",,"","",0,0,0,0,,0,0,,0
"WS-LSB36",,"","",0,0,0,0,,0,0,,0
"WS-MWC2730",,"","",0,0,0,0,,0,0,,0
"WS-MWC2739",,"","",1,0,0,1,,0,0,,0
"WS-MWC3030",,"","",0,0,0,0,,0,0,,0
"WS-MWC3039",,"","",0,0,0,0,,0,0,,0
"WS-OCM8",,"","",12,0,0,12,,0,0,,0
"WS-PC1584",,"","",0,0,0,0,,0,0,,0
"WS-PC1593",,"","",0,0,0,0,,0,0,,0
"WS-PC1884",,"","",0,0,0,0,,0,0,,0
"WS-PC1893",,"","",0,0,0,0,,0,0,,0
"WS-PC2484",,"","",0,0,0,0,,0,0,,0
"WS-PC2493",,"","",0,0,0,0,,0,0,,0
"WS-PN1230",,"","",0,0,0,0,,0,0,,0
"WS-PN1239",,"","",0,0,0,0,,0,0,,0
"WS-PN2430",,"","",0,0,0,0,,0,0,,0
"WS-PN2484",,"","",0,0,0,0,,0,0,,0
"WS-PN2493",,"","",0,0,0,0,,0,0,,0
"WS-PN4896",,"","",0,0,0,0,,0,0,,0
"WS-PRC3018",,"","",0,0,0,0,,0,0,,0
"WS-REF2496",,"","",5,0,0,5,,0,0,,0
"WS-ROT15",,"","",0,0,0,0,,0,0,,0
"WS-ROT18",,"","",5,0,0,5,,0,0,,0
"WS-ROT24",,"","",2,0,0,2,,0,0,,0
"WS-ROT30",,"","",0,0,0,0,,0,0,,0
"WS-SAMPLE DOOR",,"","",0,0,0,0,,0,0,,0
"WS-SB24",,"","",0,0,0,0,,0,0,,0
"WS-SB27",,"","",0,0,0,0,,0,0,,0
"WS-SB30",,"","",0,0,0,0,,0,0,,0
"WS-SB33",,"","",0,0,0,0,,0,0,,0
"WS-SB36",,"","",0,0,0,0,,0,0,,0
"WS-SBA36",,"","",0,0,0,0,,0,0,,0
"WS-SHG30",,"","",0,0,0,0,,0,0,,0
"WS-SM8",,"","",3,0,0,3,,0,0,,0
"WS-TK8",,"","",89,0,0,89,,0,0,,0
"WS-TOUCH UP",,"","",16,0,0,16,,0,0,,0
"WS-VA2421",,"","",0,0,0,0,,0,0,,0
"WS-VA3021",,"","",0,0,0,0,,0,0,,0
"WS-VA3621",,"","",0,0,0,0,,0,0,,0
"WS-VAD3021-L",,"","",0,0,0,0,,0,0,,0
"WS-VAD3021-R",,"","",0,0,0,0,,0,0,,0
"WS-VAD3621-L",,"","",0,0,0,0,,0,0,,0
"WS-VAD3621-R",,"","",0,0,0,0,,0,0,,0
"WS-VAD4821",,"","",0,0,0,0,,0,0,,0
"WS-VAS36",,"","",8,0,0,8,,0,0,,0
"WS-VAS48",,"","",0,0,0,0,,0,0,,0
"WS-VAS72",,"","",3,0,0,3,,0,0,,0
"WS-W0930",,"","",0,0,0,0,,0,0,,0
"WS-W0939",,"","",0,0,0,0,,0,0,,0
"WS-W1230",,"","",0,0,0,0,,0,0,,0
"WS-W1239",,"","",0,0,0,0,,0,0,,0
"WS-W1530",,"","",0,0,0,0,,0,0,,0
"WS-W1539",,"","",0,0,0,0,,0,0,,0
"WS-W1830",,"","",0,0,0,0,,0,0,,0
"WS-W1839",,"","",0,0,0,0,,0,0,,0
"WS-W2130",,"","",0,0,0,0,,0,0,,0
"WS-W2139",,"","",0,0,0,0,,0,0,,0
"WS-W2412",,"","",0,0,0,0,,0,0,,0
"WS-W2415",,"","",0,0,0,0,,0,0,,0
"WS-W2418",,"","",0,0,0,0,,0,0,,0
"WS-W2421",,"","",0,0,0,0,,0,0,,0
"WS-W2424",,"","",0,0,0,0,,0,0,,0
"WS-W2430",,"","",0,0,0,0,,0,0,,0
"WS-W2439",,"","",0,0,0,0,,0,0,,0
"WS-W2730",,"","",0,0,0,0,,0,0,,0
"WS-W2739",,"","",-2,0,0,-2,,0,0,,0
"WS-W3012",,"","",0,0,0,0,,0,0,,0
"WS-W301224",,"","",0,0,0,0,,0,0,,0
"WS-W3015",,"","",0,0,0,0,,0,0,,0
"WS-W301524",,"","",0,0,0,0,,0,0,,0
"WS-W3018",,"","",0,0,0,0,,0,0,,0
"WS-W301824",,"","",0,0,0,0,,0,0,,0
"WS-W3021",,"","",0,0,0,0,,0,0,,0
"WS-W302124",,"","",0,0,0,0,,0,0,,0
"WS-W3024",,"","",0,0,0,0,,0,0,,0
"WS-W302424",,"","",0,0,0,0,,0,0,,0
"WS-W3030",,"","",0,0,0,0,,0,0,,0
"WS-W3039",,"","",0,0,0,0,,0,0,,0
"WS-W3312",,"","",0,0,0,0,,0,0,,0
"WS-W331224",,"","",0,0,0,0,,0,0,,0
"WS-W3315",,"","",0,0,0,0,,0,0,,0
"WS-W331524",,"","",0,0,0,0,,0,0,,0
"WS-W3318",,"","",0,0,0,0,,0,0,,0
"WS-W331824",,"","",0,0,0,0,,0,0,,0
"WS-W3321",,"","",0,0,0,0,,0,0,,0
"WS-W332124",,"","",0,0,0,0,,0,0,,0
"WS-W3324",,"","",0,0,0,0,,0,0,,0
"WS-W332424",,"","",0,0,0,0,,0,0,,0
"WS-W3330",,"","",0,0,0,0,,0,0,,0
"WS-W3339",,"","",0,0,0,0,,0,0,,0
"WS-W3612",,"","",0,0,0,0,,0,0,,0
"WS-W361224",,"","",0,0,0,0,,0,0,,0
"WS-W3615",,"","",0,0,0,0,,0,0,,0
"WS-W361524",,"","",0,0,0,0,,0,0,,0
"WS-W3618",,"","",0,0,0,0,,0,0,,0
"WS-W361824",,"","",0,0,0,0,,0,0,,0
"WS-W3621",,"","",0,0,0,0,,0,0,,0
"WS-W362124",,"","",0,0,0,0,,0,0,,0
"WS-W3624",,"","",0,0,0,0,,0,0,,0
"WS-W362424",,"","",0,0,0,0,,0,0,,0
"WS-W3630",,"","",0,0,0,0,,0,0,,0
"WS-W3639",,"","",0,0,0,0,,0,0,,0
"WS-WBC2730",,"","",0,0,0,0,,0,0,,0
"WS-WBC2739",,"","",0,0,0,0,,0,0,,0
"WS-WDC2430",,"","",0,0,0,0,,0,0,,0
"WS-WDC2439",,"","",0,0,0,0,,0,0,,0
"WS-WEA1230",,"","",0,0,0,0,,0,0,,0
"WS-WEA1239",,"","",0,0,0,0,,0,0,,0
"WS-WEOS1230",,"","",0,0,0,0,,0,0,,0
"WS-WEOS1239",,"","",0,0,0,0,,0,0,,0
"WS-WEOS630",,"","",0,0,0,0,,0,0,,0
"WS-WEOS639",,"","",0,0,0,0,,0,0,,0
"WS-WEOS930",,"","",0,0,0,0,,0,0,,0
"WS-WEOS939",,"","",0,0,0,0,,0,0,,0
"WS-WF330",,"","",6,0,0,6,,0,0,,0
"WS-WF339",,"","",14,0,0,14,,0,0,,0
"WS-WF396",,"","",0,0,0,0,,0,0,,0
"WS-WF630",,"","",3,0,0,3,,0,0,,0
"WS-WF639",,"","",1,0,0,1,,0,0,,0
"WS-WF696",,"","",4,0,0,4,,0,0,,0
"WS-WRC3018",,"","",0,0,0,0,,0,0,,0
"WS-WRP1230",,"","",5,0,0,5,,0,0,,0
"WS-WRP1239",,"","",0,0,0,0,,0,0,,0
